person_id,person_name,election_id,ballot_paper_id,election_date,election_current,party_name,party_id,post_label,cancelled_poll,seats_contested,gss,image,favourite_biscuit,party_key,pcon24cd
5185,Daniel McCrossan,parl.2024-07-04,parl.west-tyrone.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,West Tyrone,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/5185_pV4vr24.png,,sdlp,N05000018
85825,Hamish Goldie-Scot,parl.2024-07-04,parl.berwickshire-roxburgh-and-selkirk.2024-07-04,2024-07-04,t,Scottish Family Party,PP6380,"Berwickshire, Roxburgh and Selkirk",f,1,S14000008,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/85825/579a79dd-958d-4cae-9485-ff51b81e20a7.png,Charlotte's flapjacks,other,S14000108
84284,John Ross,parl.2024-07-04,parl.belfast-east.2024-07-04,2024-07-04,t,Traditional Unionist Voice - TUV,PP680,Belfast East,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/84284/72db8c0a-f2e3-4d7c-87c9-3d2c7d1a83dd.png,,tuv,N05000001
116915,David Clarke,parl.2024-07-04,parl.belfast-north.2024-07-04,2024-07-04,t,Traditional Unionist Voice - TUV,PP680,Belfast North,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/116915/554dec86-445a-4210-a3bb-2d9443aabecf.png,,tuv,N05000002
12598,Dan Boucher,parl.2024-07-04,parl.belfast-south-and-mid-down.2024-07-04,2024-07-04,t,Traditional Unionist Voice - TUV,PP680,Belfast South and Mid Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/12598.png,,tuv,N05000003
95951,Ann McClure,parl.2024-07-04,parl.belfast-west.2024-07-04,2024-07-04,t,Traditional Unionist Voice - TUV,PP680,Belfast West,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/95951/7684afbf-d442-4b9b-a7c8-0af622495719.png,,tuv,N05000004
95629,Matthew Warwick,parl.2024-07-04,parl.east-antrim.2024-07-04,2024-07-04,t,Traditional Unionist Voice - TUV,PP680,East Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/95629/3aac8838-2672-4cfa-906a-f9f097aaf1fa.png,,tuv,N05000005
95799,Allister Kyle,parl.2024-07-04,parl.east-londonderry.2024-07-04,2024-07-04,t,Traditional Unionist Voice - TUV,PP680,East Londonderry,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/95799/393ed60a-7bcf-423f-a1ba-2160edf8989e.png,,tuv,N05000006
84456,Lorna Smyth,parl.2024-07-04,parl.lagan-valley.2024-07-04,2024-07-04,t,Traditional Unionist Voice - TUV,PP680,Lagan Valley,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/84456/4a0103ca-3019-4363-9784-800011f32eca.png,,tuv,N05000009
85586,Glenn Moore,parl.2024-07-04,parl.mid-ulster.2024-07-04,2024-07-04,t,Traditional Unionist Voice - TUV,PP680,Mid Ulster,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/85586/4b44eef8-1c03-49bf-be8a-7fa01fd99047.png,,tuv,N05000010
84459,Keith Ratcliffe,parl.2024-07-04,parl.newry-and-armagh.2024-07-04,2024-07-04,t,Traditional Unionist Voice - TUV,PP680,Newry and Armagh,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/84459/3e0c61d0-8225-4fbc-a9db-9cb2123af84b.png,,tuv,N05000011
2134,Jim Allister,parl.2024-07-04,parl.north-antrim.2024-07-04,2024-07-04,t,Traditional Unionist Voice - TUV,PP680,North Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/2134/178b2b5b-9ee3-4113-94d6-d154c41d58c3.png,,tuv,N05000012
2768,Mel Lucas,parl.2024-07-04,parl.south-antrim.2024-07-04,2024-07-04,t,Traditional Unionist Voice - TUV,PP680,South Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/96223/7069890d-b3ae-412f-8d60-cffbe4267b18.png,,tuv,N05000014
2333,Jim Wells,parl.2024-07-04,parl.south-down.2024-07-04,2024-07-04,t,Traditional Unionist Voice - TUV,PP680,South Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/2333-64889a28-7d4e-4093-b254-8fef5e84cf3e.png,,tuv,N05000015
84283,Ron McDowell,parl.2024-07-04,parl.strangford.2024-07-04,2024-07-04,t,Traditional Unionist Voice - TUV,PP680,Strangford,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/84283-01929ae7-3d1c-4af7-940f-2843796daa08.png,Bourbon,tuv,N05000016
117823,Stevan Patterson,parl.2024-07-04,parl.west-tyrone.2024-07-04,2024-07-04,t,Traditional Unionist Voice - TUV,PP680,West Tyrone,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117823/0a091244-6da9-413a-ba62-c9a597832da3.png,,tuv,N05000018
4595,Gavin Robinson,parl.2024-07-04,parl.belfast-east.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,Belfast East,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/4595/b68f6a37-8ff7-4db1-a651-6c86340f731d.png,,dup,N05000001
49673,Phillip Brett,parl.2024-07-04,parl.belfast-north.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,Belfast North,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/49673.png,,dup,N05000002
49681,Tracy Kelly,parl.2024-07-04,parl.belfast-south-and-mid-down.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,Belfast South and Mid Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/49681/8f6bc852-d95d-4ddd-b7ad-b6e9bb3fd8eb.png,,dup,N05000003
7174,Frank McCoubrey,parl.2024-07-04,parl.belfast-west.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,Belfast West,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/7174.png,,dup,N05000004
1364,Sammy Wilson,parl.2024-07-04,parl.east-antrim.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,East Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/5534f702b247335574a42e34.png,,dup,N05000005
2139,Gregory Campbell,parl.2024-07-04,parl.east-londonderry.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,East Londonderry,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/55351cdcb247335574a42e79.png,,dup,N05000006
7209,Gary Middleton,parl.2024-07-04,parl.foyle.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,Foyle,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/72315-5b582878-76da-4bf3-ba13-b93a3536defd.png,,dup,N05000008
19683,Jonathan Buckley,parl.2024-07-04,parl.lagan-valley.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,Lagan Valley,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/19683.png,,dup,N05000009
11273,Keith Buchanan,parl.2024-07-04,parl.mid-ulster.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,Mid Ulster,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/11273/8a2929b7-aee9-4b47-ac70-ffa571724adf.png,,dup,N05000010
69167,Gareth Wilson,parl.2024-07-04,parl.newry-and-armagh.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,Newry and Armagh,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/69167/7efe89fb-3443-47a5-b783-534c66bd9626.png,,dup,N05000011
2135,Ian Paisley Jr,parl.2024-07-04,parl.north-antrim.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,North Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/553572bb367dc5383f552cd2.png,,dup,N05000012
13370,Paul Girvan,parl.2024-07-04,parl.south-antrim.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,South Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/13370/599ae4e1-9314-4eb0-a572-0743be989648.png,,dup,N05000014
34534,Diane Forsythe,parl.2024-07-04,parl.south-down.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,South Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/34534/804860c2-b2f5-4bd3-b208-5362a6dff948.png,,dup,N05000015
3066,Jim Shannon,parl.2024-07-04,parl.strangford.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,Strangford,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/3066/dc5c7536-2385-48b9-8f86-d9a18bfdcec4.png,,dup,N05000016
12439,Carla Lockhart,parl.2024-07-04,parl.upper-bann.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,Upper Bann,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/12439.png,,dup,N05000017
1871,Thomas Buchanan,parl.2024-07-04,parl.west-tyrone.2024-07-04,2024-07-04,t,Democratic Unionist Party - D.U.P.,PP70,West Tyrone,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/1871.png,,dup,N05000018
3263,Louise McDaid,parl.2024-07-04,parl.central-ayrshire.2024-07-04,2024-07-04,t,Socialist Labour Party,PP73,Central Ayrshire,f,1,S14000010,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117433/2c45af7b-bcf0-4959-a6c2-a7e2c452d1f6.png,Any.,other,S14000109
11371,Fiona Ferguson,parl.2024-07-04,parl.belfast-north.2024-07-04,2024-07-04,t,People Before Profit,PP773,Belfast North,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/11371.png,,other,N05000002
7199,Gerry Carroll,parl.2024-07-04,parl.belfast-west.2024-07-04,2024-07-04,t,People Before Profit,PP773,Belfast West,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/7199-afa884d7-9a95-4256-a4de-19502dc129eb.png,,other,N05000004
35060,Shaun Harkin,parl.2024-07-04,parl.foyle.2024-07-04,2024-07-04,t,People Before Profit,PP773,Foyle,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/35060.png,,other,N05000008
85778,Andrew Russell,parl.2024-07-04,parl.ayr-carrick-and-cumnock.2024-07-04,2024-07-04,t,Reform UK,PP7931,"Ayr, Carrick and Cumnock",f,1,S14000006,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/116209/a4e8a7e4-07bd-402d-b957-976d22a62ba6.png,,ref,S14000107
116212,Carolyn Grant,parl.2024-07-04,parl.berwickshire-roxburgh-and-selkirk.2024-07-04,2024-07-04,t,Reform UK,PP7931,"Berwickshire, Roxburgh and Selkirk",f,1,S14000008,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/116212/be346fe2-3ca2-406c-a20f-8af1b4949bfe.png,,ref,S14000108
86002,Kevin Thomas Blades,parl.2024-07-04,parl.central-ayrshire.2024-07-04,2024-07-04,t,Reform UK,PP7931,Central Ayrshire,f,1,S14000010,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/86002/62d5b43b-cc35-449f-b9d3-a5e6cbcbe95e.png,,ref,S14000109
117635,William Thomson,parl.2024-07-04,parl.kilmarnock-and-loudoun.2024-07-04,2024-07-04,t,Reform UK,PP7931,Kilmarnock and Loudoun,f,1,S14000040,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117635/c576a231-3ea2-4279-91ee-510824a534a1.png,,ref,S14000110
117221,Brandon Innes,parl.2024-07-04,parl.west-aberdeenshire-and-kincardine.2024-07-04,2024-07-04,t,Reform UK,PP7931,West Aberdeenshire and Kincardine,f,1,S14000058,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117221/70da698b-1d3c-4472-bc71-8363b12f9740.png,,ref,S14000111
84445,Gerard Herdman,parl.2024-07-04,parl.belfast-west.2024-07-04,2024-07-04,t,Aontú,PP7968,Belfast West,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/84445-55a58191-56cd-45ea-ad32-bb6712b06da4.png,,other,N05000004
84446,Gemma Brolly,parl.2024-07-04,parl.east-londonderry.2024-07-04,2024-07-04,t,Aontú,PP7968,East Londonderry,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/84446-223a891b-8e2d-4605-bc41-407c302187c8.png,,other,N05000006
117811,Carl Duffy,parl.2024-07-04,parl.fermanagh-and-south-tyrone.2024-07-04,2024-07-04,t,Aontú,PP7968,Fermanagh and South Tyrone,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117811/6cad222f-c448-4798-899d-99a89d99d05f.png,,other,N05000007
95964,John Boyle,parl.2024-07-04,parl.foyle.2024-07-04,2024-07-04,t,Aontú,PP7968,Foyle,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/95964/8519a431-d9c9-4b62-a703-c90ec3199245.png,,other,N05000008
85042,Alixandra Halliday,parl.2024-07-04,parl.mid-ulster.2024-07-04,2024-07-04,t,Aontú,PP7968,Mid Ulster,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/85042/a78a3297-0beb-45f6-9fba-9500c929deec.png,,other,N05000010
104021,Liam Reichenberg,parl.2024-07-04,parl.newry-and-armagh.2024-07-04,2024-07-04,t,Aontú,PP7968,Newry and Armagh,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/104021/4e30c118-3fe1-44d0-a8c4-8b61882df0a5.png,,other,N05000011
117817,Ráichéal Mhic Niocaill,parl.2024-07-04,parl.north-antrim.2024-07-04,2024-07-04,t,Aontú,PP7968,North Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117817/1d29ed3a-f19f-4f87-a444-6c80ebbc5552.png,,other,N05000012
95963,Siobhán McErlean,parl.2024-07-04,parl.south-antrim.2024-07-04,2024-07-04,t,Aontú,PP7968,South Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/95963/0793f76b-5172-4802-bc72-9e76ba8d7749.png,,other,N05000014
84612,Rosemary McGlone,parl.2024-07-04,parl.south-down.2024-07-04,2024-07-04,t,Aontú,PP7968,South Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/84612/b4d58528-a680-431e-ae1a-e7a38894e6c7.png,,other,N05000015
95768,Leza Houston,parl.2024-07-04,parl.west-tyrone.2024-07-04,2024-07-04,t,Aontú,PP7968,West Tyrone,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117821/4a8e64c1-a77f-4e4a-917f-ac0614aa4711.png,,other,N05000018
117116,Ryan Warren,parl.2024-07-04,parl.belfast-east.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,Belfast East,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117116/85ac5b1d-452e-441f-aaa9-28cabadcfeaa.png,,uup,N05000001
19709,Michael Henderson,parl.2024-07-04,parl.belfast-south-and-mid-down.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,Belfast South and Mid Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/19709.png,,uup,N05000003
117109,Ben Sharkey,parl.2024-07-04,parl.belfast-west.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,Belfast West,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117109/e5df347d-055e-4818-ac48-c67928340b24.png,,uup,N05000004
8121,John Stewart,parl.2024-07-04,parl.east-antrim.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,East Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/8121/a0caa8ab-2b30-436c-93b4-53cd34880b7d.png,,uup,N05000005
96558,Glen Miller,parl.2024-07-04,parl.east-londonderry.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,East Londonderry,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/96558/ac6b7e3e-8edd-4c01-8b46-dd1610a2e487.png,,uup,N05000006
68921,Diana Armstrong,parl.2024-07-04,parl.fermanagh-and-south-tyrone.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,Fermanagh and South Tyrone,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/68921/affa9286-5548-43c6-8538-68a5b9b10007.png,,uup,N05000007
96086,Janice Montgomery,parl.2024-07-04,parl.foyle.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,Foyle,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/96086/00999cec-8c34-4d16-8ea4-21e42d66abe2.png,,uup,N05000008
8114,Robbie Butler,parl.2024-07-04,parl.lagan-valley.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,Lagan Valley,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/8114/bcf61008-1858-4c8e-b0d1-7f63ba23bdb5.png,,uup,N05000009
116201,Jay Basra,parl.2024-07-04,parl.mid-ulster.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,Mid Ulster,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/116201/016d3a23-464a-461b-9e77-4f4d4f6ec31c.png,Bourbon,uup,N05000010
8158,Sam Nicholson,parl.2024-07-04,parl.newry-and-armagh.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,Newry and Armagh,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/8158.png,,uup,N05000011
34317,Jackson Minford,parl.2024-07-04,parl.north-antrim.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,North Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/34317/faec514b-0d11-4ffa-a3df-3908ada99a09.png,,uup,N05000012
116202,Tim Collins,parl.2024-07-04,parl.north-down.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,North Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/116202/b3c6f310-1ea5-479c-b2c8-88effe3d8b04.png,,uup,N05000013
4723,Robin Swann,parl.2024-07-04,parl.south-antrim.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,South Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/550e9a869253711a232cfb99.png,,uup,N05000014
117820,Michael O'Loan,parl.2024-07-04,parl.south-down.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,South Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117820/56bf99d4-414b-4be0-8b5b-a542f8ab5d08.png,,uup,N05000015
69271,Richard Smart,parl.2024-07-04,parl.strangford.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,Strangford,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/69271.png,,uup,N05000016
49545,Kate Evans,parl.2024-07-04,parl.upper-bann.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,Upper Bann,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/49545.png,,uup,N05000017
95741,Matthew Bell,parl.2024-07-04,parl.west-tyrone.2024-07-04,2024-07-04,t,Ulster Unionist Party,PP83,West Tyrone,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/95741/ee793d80-f8c0-4b37-a3e7-b0d65d519d1d.png,,uup,N05000018
5072,Paul Kennedy,parl.2024-07-04,parl.ayr-carrick-and-cumnock.2024-07-04,2024-07-04,t,Liberal Democrats,PP90,"Ayr, Carrick and Cumnock",f,1,S14000006,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/5072/fca5387c-c0ad-49fb-aac9-b53da75ac15b.png,,ld,S14000107
59552,Ray Georgeson,parl.2024-07-04,parl.berwickshire-roxburgh-and-selkirk.2024-07-04,2024-07-04,t,Liberal Democrats,PP90,"Berwickshire, Roxburgh and Selkirk",f,1,S14000008,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/59552.png,,ld,S14000108
72909,Elaine Ford,parl.2024-07-04,parl.central-ayrshire.2024-07-04,2024-07-04,t,Liberal Democrats,PP90,Central Ayrshire,f,1,S14000010,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/72909/01d75517-cda7-418d-ba7a-751756060489.png,,ld,S14000109
72481,Ed Thornley,parl.2024-07-04,parl.kilmarnock-and-loudoun.2024-07-04,2024-07-04,t,Liberal Democrats,PP90,Kilmarnock and Loudoun,f,1,S14000040,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/72481-47944819-1814-4a92-b8f6-305baeab8798.png,,ld,S14000110
74389,Michael John Turvey,parl.2024-07-04,parl.west-aberdeenshire-and-kincardine.2024-07-04,2024-07-04,t,Liberal Democrats,PP90,West Aberdeenshire and Kincardine,f,1,S14000058,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/74389/67774f53-7c0f-4897-9e41-784e047d032f.png,,ld,S14000111
117813,Ryan North,parl.2024-07-04,parl.belfast-east.2024-07-04,2024-07-04,t,Independent,ynmp-party:2,Belfast East,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117813/5f197a9d-dee2-4c04-ac13-56da85d3f94d.png,,other,N05000001
84451,Tony Mallon,parl.2024-07-04,parl.belfast-west.2024-07-04,2024-07-04,t,Independent,ynmp-party:2,Belfast West,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117733/52c78f33-169b-40ed-a9d8-a44e5c576d42.png,,other,N05000004
7332,Ellie Merton,parl.2024-07-04,parl.berwickshire-roxburgh-and-selkirk.2024-07-04,2024-07-04,t,Independent,ynmp-party:2,"Berwickshire, Roxburgh and Selkirk",f,1,S14000008,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/7332/1f25699c-f18e-4cc3-9f68-f73288229971.png,Jaffa cakes,other,S14000108
11862,Anne McCloskey,parl.2024-07-04,parl.foyle.2024-07-04,2024-07-04,t,Independent,ynmp-party:2,Foyle,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/74476-c780bf7d-469a-4122-9904-cb01d57f2b5d.png,,other,N05000008
22347,Stephen McNamara,parl.2024-07-04,parl.kilmarnock-and-loudoun.2024-07-04,2024-07-04,t,Independent,ynmp-party:2,Kilmarnock and Loudoun,f,1,S14000040,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117634/0104730f-f63b-4956-96a2-745230dcc3e7.png,,other,S14000110
117816,John Kelly,parl.2024-07-04,parl.mid-ulster.2024-07-04,2024-07-04,t,Independent,ynmp-party:2,Mid Ulster,f,1,,/assets/images/missing.svg,,other,N05000010
116870,Tristan Morrow,parl.2024-07-04,parl.north-antrim.2024-07-04,2024-07-04,t,Independent,ynmp-party:2,North Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/116870/f20260c0-d856-4693-9da3-96c21ae0be2a.png,,other,N05000012
19748,Chris Carter,parl.2024-07-04,parl.north-down.2024-07-04,2024-07-04,t,Independent,ynmp-party:2,North Down,f,1,,/assets/images/missing.svg,,other,N05000013
7178,Alex Easton,parl.2024-07-04,parl.north-down.2024-07-04,2024-07-04,t,Independent,ynmp-party:2,North Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/552251f6328bff5d39338a40.png,,other,N05000013
117825,Gareth Burns,parl.2024-07-04,parl.strangford.2024-07-04,2024-07-04,t,Independent,ynmp-party:2,Strangford,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117825/2674d85c-d3e9-46f9-94f0-03723236ebb7.png,,other,N05000016
117826,Garreth Falls,parl.2024-07-04,parl.strangford.2024-07-04,2024-07-04,t,Independent,ynmp-party:2,Strangford,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117826/914357b6-8146-42a3-86b1-2b7cfdbaabf2.png,,other,N05000016
117220,Iris Alexandra Leask,parl.2024-07-04,parl.west-aberdeenshire-and-kincardine.2024-07-04,2024-07-04,t,Independent,ynmp-party:2,West Aberdeenshire and Kincardine,f,1,S14000058,/assets/images/missing.svg,,other,S14000111
85538,David Allen Neill,parl.2024-07-04,parl.west-aberdeenshire-and-kincardine.2024-07-04,2024-07-04,t,Independent,ynmp-party:2,West Aberdeenshire and Kincardine,f,1,S14000058,/assets/images/missing.svg,,other,S14000111
