person_id,person_name,election_id,ballot_paper_id,election_date,election_current,party_name,party_id,post_label,cancelled_poll,seats_contested,gss,image,favourite_biscuit,party_key,pcon24cd
95766,Ash Jones,parl.2024-07-04,parl.belfast-west.2024-07-04,2024-07-04,t,Green Party,PP305,Belfast West,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/95766/f94d5597-e145-42e1-80e5-eb4c7e2a4e55.png,Chocolate digestive,green,N05000004
19703,Mark Bailey,parl.2024-07-04,parl.east-antrim.2024-07-04,2024-07-04,t,Green Party,PP305,East Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/19703.png,,green,N05000005
108735,Jen McCahon,parl.2024-07-04,parl.east-londonderry.2024-07-04,2024-07-04,t,Green Party,PP305,East Londonderry,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/108735/4313f23b-fa91-4aa1-a614-c730c2ecdc41.png,,green,N05000006
117105,Patricia Denvir,parl.2024-07-04,parl.lagan-valley.2024-07-04,2024-07-04,t,Green Party,PP305,Lagan Valley,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117105/65799910-b9a2-47ab-bdab-4b55947fa953.png,,green,N05000009
50552,Barry McKee,parl.2024-07-04,parl.north-down.2024-07-04,2024-07-04,t,Green Party,PP305,North Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/50552.png,,green,N05000013
69255,Lesley Veronica,parl.2024-07-04,parl.south-antrim.2024-07-04,2024-07-04,t,Green Party,PP305,South Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/69255/52163c46-971b-4425-b3f5-faa84164f11d.png,,green,N05000014
12255,Declan Walsh,parl.2024-07-04,parl.south-down.2024-07-04,2024-07-04,t,Green Party,PP305,South Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/12255/38eccad1-dc2e-4828-964a-d38bf5a9e63d.png,,green,N05000015
117824,Alexandra Braidner,parl.2024-07-04,parl.strangford.2024-07-04,2024-07-04,t,Green Party,PP305,Strangford,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117824/710dc028-5fd7-4aab-bc4c-6f55937ca8c6.png,,green,N05000016
34499,John Finucane,parl.2024-07-04,parl.belfast-north.2024-07-04,2024-07-04,t,Sinn Féin,PP39,Belfast North,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/34499.png,,sf,N05000002
4603,Paul Maskey,parl.2024-07-04,parl.belfast-west.2024-07-04,2024-07-04,t,Sinn Féin,PP39,Belfast West,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/4603.png,,sf,N05000004
1061,Oliver McMullan,parl.2024-07-04,parl.east-antrim.2024-07-04,2024-07-04,t,Sinn Féin,PP39,East Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/5547b1b3dffdc1c81f668296.png,,sf,N05000005
49598,Kathleen McGurk,parl.2024-07-04,parl.east-londonderry.2024-07-04,2024-07-04,t,Sinn Féin,PP39,East Londonderry,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/49598.png,,sf,N05000006
117810,Pat Cullen,parl.2024-07-04,parl.fermanagh-and-south-tyrone.2024-07-04,2024-07-04,t,Sinn Féin,PP39,Fermanagh and South Tyrone,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117810/de292af4-09fa-44d1-90e2-548075387c12.png,,sf,N05000007
69218,Sandra Duffy,parl.2024-07-04,parl.foyle.2024-07-04,2024-07-04,t,Sinn Féin,PP39,Foyle,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/69218/702a5dae-3730-4985-a8b2-e661edcbb9b4.png,,sf,N05000008
69324,Cathal Mallaghan,parl.2024-07-04,parl.mid-ulster.2024-07-04,2024-07-04,t,Sinn Féin,PP39,Mid Ulster,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/69324/95c0aea3-70ef-473b-a923-eb15906fc6a3.png,,sf,N05000010
116725,Dáire Hughes,parl.2024-07-04,parl.newry-and-armagh.2024-07-04,2024-07-04,t,Sinn Féin,PP39,Newry and Armagh,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/116725/22693e64-d0fd-47c7-bd03-1db597efa025.png,,sf,N05000011
19673,Philip McGuigan,parl.2024-07-04,parl.north-antrim.2024-07-04,2024-07-04,t,Sinn Féin,PP39,North Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/19673.png,,sf,N05000012
4711,Declan Kearney,parl.2024-07-04,parl.south-antrim.2024-07-04,2024-07-04,t,Sinn Féin,PP39,South Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/553bae7eec0766d3759c0454.png,,sf,N05000014
5994,Chris Hazzard,parl.2024-07-04,parl.south-down.2024-07-04,2024-07-04,t,Sinn Féin,PP39,South Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/55323d8c29c5d53959d9e459.png,,sf,N05000015
108702,Noel Sands,parl.2024-07-04,parl.strangford.2024-07-04,2024-07-04,t,Sinn Féin,PP39,Strangford,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/108702/16c81c7a-1a28-46df-b355-4e327c701113.png,,sf,N05000016
4679,Catherine Nelson,parl.2024-07-04,parl.upper-bann.2024-07-04,2024-07-04,t,Sinn Féin,PP39,Upper Bann,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/49903.png,,sf,N05000017
36364,Órfhlaith Begley,parl.2024-07-04,parl.west-tyrone.2024-07-04,2024-07-04,t,Sinn Féin,PP39,West Tyrone,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/36364.png,,sf,N05000018
108685,Gerry Cullen,parl.2024-07-04,parl.fermanagh-and-south-tyrone.2024-07-04,2024-07-04,t,Cross-Community Labour Alternative,PP4037,Fermanagh and South Tyrone,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/108685/0a650b22-c1d7-49c6-b774-e005c43907ca.png,,other,N05000007
116672,Claire Scull,parl.2024-07-04,parl.east-londonderry.2024-07-04,2024-07-04,t,Conservative and Unionist Party,PP51,East Londonderry,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/116672/f40361cb-b234-4c53-8c1e-433ad98de7b5.png,,con,N05000006
50251,Samantha Rayner,parl.2024-07-04,parl.newry-and-armagh.2024-07-04,2024-07-04,t,Conservative and Unionist Party,PP51,Newry and Armagh,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/117828/44c4db64-28fe-4446-b35c-31d6f428b4e2.png,,con,N05000011
62484,Hannah Westropp,parl.2024-07-04,parl.south-down.2024-07-04,2024-07-04,t,Conservative and Unionist Party,PP51,South Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/72148-a2d76588-f469-4ea0-a2bd-0f93d0f45ad6.png,,con,N05000015
116673,Barry Hetherington,parl.2024-07-04,parl.strangford.2024-07-04,2024-07-04,t,Conservative and Unionist Party,PP51,Strangford,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/116673/5a51d4ae-c29b-4988-a284-7cba66231c14.png,Bourbon Cream,con,N05000016
107026,Stephen Gerard Lynch,parl.2024-07-04,parl.west-tyrone.2024-07-04,2024-07-04,t,Conservative and Unionist Party,PP51,West Tyrone,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/107026/073164a8-749b-4eef-96b2-5554dc593954.png,,con,N05000018
22534,Martin Dowey,parl.2024-07-04,parl.ayr-carrick-and-cumnock.2024-07-04,2024-07-04,t,Conservative and Unionist Party,PP52,"Ayr, Carrick and Cumnock",f,1,S14000006,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/22534-30f96cfe-08be-4733-81f9-4774713bb6a8.png,,con,S14000107
141,John Lamont,parl.2024-07-04,parl.berwickshire-roxburgh-and-selkirk.2024-07-04,2024-07-04,t,Conservative and Unionist Party,PP52,"Berwickshire, Roxburgh and Selkirk",f,1,S14000008,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/141/463d1bb9-0439-49d3-8665-3f57e2329393.png,,con,S14000108
34651,David Rocks,parl.2024-07-04,parl.central-ayrshire.2024-07-04,2024-07-04,t,Conservative and Unionist Party,PP52,Central Ayrshire,f,1,S14000010,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/34651-d2c555c5-79c5-4ade-b1a9-93132bde30c3.png,,con,S14000109
116245,Jordan David Cowie,parl.2024-07-04,parl.kilmarnock-and-loudoun.2024-07-04,2024-07-04,t,Conservative and Unionist Party,PP52,Kilmarnock and Loudoun,f,1,S14000040,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/116245/4820c5f1-7348-4f31-944d-8d6418c024cc.png,,con,S14000110
34501,Andrew Campbell Bowie,parl.2024-07-04,parl.west-aberdeenshire-and-kincardine.2024-07-04,2024-07-04,t,Conservative and Unionist Party,PP52,West Aberdeenshire and Kincardine,f,1,S14000058,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/34501/1c2cd71c-396e-49a5-9ee7-885c3bb56553.png,,con,S14000111
22378,Elaine Stewart,parl.2024-07-04,parl.ayr-carrick-and-cumnock.2024-07-04,2024-07-04,t,Labour Party,PP53,"Ayr, Carrick and Cumnock",f,1,S14000006,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/22378/f79e88dd-a4b8-46d5-b4c2-8e3f00b67975.png,,lab,S14000107
34253,Caitlin Stott,parl.2024-07-04,parl.berwickshire-roxburgh-and-selkirk.2024-07-04,2024-07-04,t,Labour Party,PP53,"Berwickshire, Roxburgh and Selkirk",f,1,S14000008,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/34253.png,,lab,S14000108
116215,Alan Gemmell,parl.2024-07-04,parl.central-ayrshire.2024-07-04,2024-07-04,t,Labour Party,PP53,Central Ayrshire,f,1,S14000010,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/116215/99e70a7e-2d9e-416e-b790-1f984b275536.png,,lab,S14000109
22340,Lillian Jones,parl.2024-07-04,parl.kilmarnock-and-loudoun.2024-07-04,2024-07-04,t,Labour Party,PP53,Kilmarnock and Loudoun,f,1,S14000040,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/22340/6979b844-1b90-4b7d-b1e4-86bc5ab2fb55.png,,lab,S14000110
85465,Kate Blake,parl.2024-07-04,parl.west-aberdeenshire-and-kincardine.2024-07-04,2024-07-04,t,Labour Party,PP53,West Aberdeenshire and Kincardine,f,1,S14000058,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/85465/80bba231-6cce-45bf-a5e9-8636c9d94b94.png,,lab,S14000111
19745,Séamas de Faoite,parl.2024-07-04,parl.belfast-east.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,Belfast East,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/19745.png,,sdlp,N05000001
49541,Carl Whyte,parl.2024-07-04,parl.belfast-north.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,Belfast North,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/49541/3552ac29-52f8-4260-b207-1173480e4100.png,,sdlp,N05000002
3475,Claire Hanna,parl.2024-07-04,parl.belfast-south-and-mid-down.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,Belfast South and Mid Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/3475/7793de6e-fb2c-4189-b75e-79b8ae597775.png,,sdlp,N05000003
69199,Paul Doherty,parl.2024-07-04,parl.belfast-west.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,Belfast West,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/69199-53ffdae0-a98e-4d24-8bfc-f55147d2c5a9.png,,sdlp,N05000004
5389,Margaret Anne McKillop,parl.2024-07-04,parl.east-antrim.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,East Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/5389_OJ0k3LL.png,,sdlp,N05000005
49383,Cara Hunter,parl.2024-07-04,parl.east-londonderry.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,East Londonderry,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/49383.png,,sdlp,N05000006
68973,Paul Blake,parl.2024-07-04,parl.fermanagh-and-south-tyrone.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,Fermanagh and South Tyrone,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/68973/43b87a82-e5df-4bb0-9d67-981d2a8fea21.png,,sdlp,N05000007
11857,Colum Eastwood,parl.2024-07-04,parl.foyle.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,Foyle,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/11857/435a0df9-b4ca-4032-a7ba-38cdd42cd5df.png,,sdlp,N05000008
12440,Simon Lee,parl.2024-07-04,parl.lagan-valley.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,Lagan Valley,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/12440/adc36cd3-e1fa-48f5-9f83-1563041f3b18.png,,sdlp,N05000009
49547,Denise Johnston,parl.2024-07-04,parl.mid-ulster.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,Mid Ulster,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/49547.png,,sdlp,N05000010
49544,Pete Byrne,parl.2024-07-04,parl.newry-and-armagh.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,Newry and Armagh,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/49544.png,,sdlp,N05000011
108645,Helen Maher,parl.2024-07-04,parl.north-antrim.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,North Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/108645/059f20f8-673d-4518-9743-e9f28fb6ff7c.png,,sdlp,N05000012
84461,Déirdre Vaughan,parl.2024-07-04,parl.north-down.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,North Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/84461-61a514bb-6015-49af-9fd1-1b4598621293.png,M&S Extremely Chocolately Rounds - When I am flush!,sdlp,N05000013
5390,Roisin Lynch,parl.2024-07-04,parl.south-antrim.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,South Antrim,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/553bb1e1ec0766d3759c045b.png,,sdlp,N05000014
11535,Colin McGrath,parl.2024-07-04,parl.south-down.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,South Down,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/11535/7e65d6f0-b189-465d-8ad2-37d4b23b979d.png,,sdlp,N05000015
108654,Will Polland,parl.2024-07-04,parl.strangford.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,Strangford,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/people/108654/31500bf1-7ecd-4051-8f5a-d4edee415cfd.png,,sdlp,N05000016
6462,Malachy Quinn,parl.2024-07-04,parl.upper-bann.2024-07-04,2024-07-04,t,SDLP (Social Democratic & Labour Party),PP55,Upper Bann,f,1,,https://s3.eu-west-2.amazonaws.com/static-candidates.democracyclub.org.uk/media/images/images/6462.png,,sdlp,N05000017
