age_band,E14001520
Aged 15 years and under,19.9
Aged 16 to 24 years,13.2
Aged 25 to 34 years,15.1
Aged 35 to 49 years,19.1
Aged 50 to 64 years,17.8
Aged 65 years and over,15.0
