age_band,E14001344
Aged 15 years and under,16.8
Aged 16 to 24 years,8.5
Aged 25 to 34 years,11.2
Aged 35 to 49 years,16.5
Aged 50 to 64 years,20.8
Aged 65 years and over,26.2
