age_band,E14001206
Aged 15 years and under,20.3
Aged 16 to 24 years,8.5
Aged 25 to 34 years,14.6
Aged 35 to 49 years,20.9
Aged 50 to 64 years,19.0
Aged 65 years and over,16.7
