age_band,E14001454
Aged 15 years and under,19.0
Aged 16 to 24 years,8.3
Aged 25 to 34 years,11.4
Aged 35 to 49 years,21.5
Aged 50 to 64 years,19.4
Aged 65 years and over,20.4
