age_band,E14001317
Aged 15 years and under,19.8
Aged 16 to 24 years,10.0
Aged 25 to 34 years,14.5
Aged 35 to 49 years,17.9
Aged 50 to 64 years,21.0
Aged 65 years and over,16.7
