age_band,E14001254
Aged 15 years and under,20.9
Aged 16 to 24 years,9.7
Aged 25 to 34 years,13.2
Aged 35 to 49 years,19.9
Aged 50 to 64 years,19.0
Aged 65 years and over,17.2
