age_band,E14001574
Aged 15 years and under,21.2
Aged 16 to 24 years,10.9
Aged 25 to 34 years,13.8
Aged 35 to 49 years,20.6
Aged 50 to 64 years,18.1
Aged 65 years and over,15.4
