age_band,E14001205
Aged 15 years and under,18.9
Aged 16 to 24 years,10.4
Aged 25 to 34 years,19.9
Aged 35 to 49 years,22.9
Aged 50 to 64 years,18.1
Aged 65 years and over,9.7
