age_band,E14001429
Aged 15 years and under,17.0
Aged 16 to 24 years,8.3
Aged 25 to 34 years,12.3
Aged 35 to 49 years,18.8
Aged 50 to 64 years,20.4
Aged 65 years and over,23.1
