age_band,E14001169
Aged 15 years and under,20.1
Aged 16 to 24 years,9.2
Aged 25 to 34 years,12.3
Aged 35 to 49 years,21.9
Aged 50 to 64 years,19.5
Aged 65 years and over,17.0
