age_band,E14001585
Aged 15 years and under,18.4
Aged 16 to 24 years,9.4
Aged 25 to 34 years,13.5
Aged 35 to 49 years,18.9
Aged 50 to 64 years,20.7
Aged 65 years and over,19.0
