age_band,E14001155
Aged 15 years and under,16.5
Aged 16 to 24 years,7.8
Aged 25 to 34 years,9.4
Aged 35 to 49 years,16.8
Aged 50 to 64 years,23.0
Aged 65 years and over,26.4
