age_band,E14001111
Aged 15 years and under,24.4
Aged 16 to 24 years,11.5
Aged 25 to 34 years,14.6
Aged 35 to 49 years,19.4
Aged 50 to 64 years,16.8
Aged 65 years and over,13.3
