age_band,E14001069
Aged 15 years and under,20.5
Aged 16 to 24 years,9.6
Aged 25 to 34 years,13.8
Aged 35 to 49 years,19.8
Aged 50 to 64 years,19.3
Aged 65 years and over,17.0
