age_band,E14001262
Aged 15 years and under,20.9
Aged 16 to 24 years,10.0
Aged 25 to 34 years,13.3
Aged 35 to 49 years,19.3
Aged 50 to 64 years,19.4
Aged 65 years and over,17.2
