age_band,E14001505
Aged 15 years and under,19.0
Aged 16 to 24 years,8.6
Aged 25 to 34 years,13.1
Aged 35 to 49 years,21.3
Aged 50 to 64 years,19.9
Aged 65 years and over,18.1
