age_band,E14001285
Aged 15 years and under,15.7
Aged 16 to 24 years,7.7
Aged 25 to 34 years,8.7
Aged 35 to 49 years,16.9
Aged 50 to 64 years,23.9
Aged 65 years and over,27.1
