age_band,E14001308
Aged 15 years and under,19.6
Aged 16 to 24 years,9.4
Aged 25 to 34 years,11.6
Aged 35 to 49 years,18.6
Aged 50 to 64 years,20.1
Aged 65 years and over,20.6
