age_band,E14001130
Aged 15 years and under,13.9
Aged 16 to 24 years,20.5
Aged 25 to 34 years,15.6
Aged 35 to 49 years,20.7
Aged 50 to 64 years,17.9
Aged 65 years and over,11.6
