age_band,E14001312
Aged 15 years and under,18.8
Aged 16 to 24 years,11.8
Aged 25 to 34 years,14.9
Aged 35 to 49 years,23.4
Aged 50 to 64 years,17.4
Aged 65 years and over,13.7
