age_band,E14001229
Aged 15 years and under,23.3
Aged 16 to 24 years,10.8
Aged 25 to 34 years,15.2
Aged 35 to 49 years,22.6
Aged 50 to 64 years,18.0
Aged 65 years and over,10.1
