age_band,E14001326
Aged 15 years and under,22.0
Aged 16 to 24 years,12.0
Aged 25 to 34 years,13.7
Aged 35 to 49 years,21.6
Aged 50 to 64 years,17.3
Aged 65 years and over,13.5
