age_band,E14001409
Aged 15 years and under,14.7
Aged 16 to 24 years,20.0
Aged 25 to 34 years,15.6
Aged 35 to 49 years,17.9
Aged 50 to 64 years,15.5
Aged 65 years and over,16.3
