age_band,E14001080
Aged 15 years and under,14.8
Aged 16 to 24 years,21.5
Aged 25 to 34 years,12.3
Aged 35 to 49 years,16.8
Aged 50 to 64 years,17.4
Aged 65 years and over,17.2
