age_band,E14001404
Aged 15 years and under,17.7
Aged 16 to 24 years,9.6
Aged 25 to 34 years,12.5
Aged 35 to 49 years,19.1
Aged 50 to 64 years,20.9
Aged 65 years and over,20.1
