age_band,E14001190
Aged 15 years and under,18.4
Aged 16 to 24 years,9.4
Aged 25 to 34 years,12.7
Aged 35 to 49 years,18.7
Aged 50 to 64 years,20.8
Aged 65 years and over,20.0
