age_band,E14001320
Aged 15 years and under,22.1
Aged 16 to 24 years,10.5
Aged 25 to 34 years,14.0
Aged 35 to 49 years,19.6
Aged 50 to 64 years,18.0
Aged 65 years and over,15.9
