age_band,E14001449
Aged 15 years and under,16.1
Aged 16 to 24 years,12.9
Aged 25 to 34 years,10.9
Aged 35 to 49 years,17.6
Aged 50 to 64 years,19.9
Aged 65 years and over,22.7
