age_band,E14001573
Aged 15 years and under,18.8
Aged 16 to 24 years,14.7
Aged 25 to 34 years,13.6
Aged 35 to 49 years,20.0
Aged 50 to 64 years,17.8
Aged 65 years and over,15.2
