age_band,E14001549
Aged 15 years and under,19.2
Aged 16 to 24 years,8.8
Aged 25 to 34 years,10.2
Aged 35 to 49 years,19.2
Aged 50 to 64 years,21.0
Aged 65 years and over,21.5
