age_band,E14001602
Aged 15 years and under,22.4
Aged 16 to 24 years,9.1
Aged 25 to 34 years,14.5
Aged 35 to 49 years,21.5
Aged 50 to 64 years,17.8
Aged 65 years and over,14.7
