age_band,E14001400
Aged 15 years and under,17.9
Aged 16 to 24 years,9.0
Aged 25 to 34 years,12.2
Aged 35 to 49 years,18.2
Aged 50 to 64 years,21.5
Aged 65 years and over,21.2
