age_band,E14001119
Aged 15 years and under,23.6
Aged 16 to 24 years,10.9
Aged 25 to 34 years,13.5
Aged 35 to 49 years,19.6
Aged 50 to 64 years,18.2
Aged 65 years and over,14.2
