age_band,E14001532
Aged 15 years and under,18.2
Aged 16 to 24 years,9.8
Aged 25 to 34 years,11.7
Aged 35 to 49 years,20.1
Aged 50 to 64 years,20.8
Aged 65 years and over,19.4
