age_band,E14001218
Aged 15 years and under,17.9
Aged 16 to 24 years,8.5
Aged 25 to 34 years,10.7
Aged 35 to 49 years,19.9
Aged 50 to 64 years,20.7
Aged 65 years and over,22.2
