age_band,E14001200
Aged 15 years and under,18.9
Aged 16 to 24 years,9.6
Aged 25 to 34 years,13.1
Aged 35 to 49 years,17.4
Aged 50 to 64 years,21.2
Aged 65 years and over,19.8
