age_band,E14001073
Aged 15 years and under,26.4
Aged 16 to 24 years,11.6
Aged 25 to 34 years,15.6
Aged 35 to 49 years,23.7
Aged 50 to 64 years,15.0
Aged 65 years and over,7.6
