age_band,E14001181
Aged 15 years and under,19.4
Aged 16 to 24 years,11.4
Aged 25 to 34 years,14.7
Aged 35 to 49 years,19.7
Aged 50 to 64 years,18.0
Aged 65 years and over,16.8
