age_band,E14001430
Aged 15 years and under,18.5
Aged 16 to 24 years,14.2
Aged 25 to 34 years,28.6
Aged 35 to 49 years,23.6
Aged 50 to 64 years,10.1
Aged 65 years and over,5.0
