age_band,E14001419
Aged 15 years and under,17.0
Aged 16 to 24 years,17.5
Aged 25 to 34 years,18.4
Aged 35 to 49 years,20.3
Aged 50 to 64 years,15.2
Aged 65 years and over,11.6
