age_band,E14001270
Aged 15 years and under,18.7
Aged 16 to 24 years,10.6
Aged 25 to 34 years,15.1
Aged 35 to 49 years,21.2
Aged 50 to 64 years,17.7
Aged 65 years and over,16.7
