age_band,E14001381
Aged 15 years and under,15.7
Aged 16 to 24 years,7.9
Aged 25 to 34 years,10.6
Aged 35 to 49 years,16.6
Aged 50 to 64 years,22.4
Aged 65 years and over,26.9
