age_band,E14001118
Aged 15 years and under,26.2
Aged 16 to 24 years,13.1
Aged 25 to 34 years,14.0
Aged 35 to 49 years,20.3
Aged 50 to 64 years,15.4
Aged 65 years and over,11.0
