age_band,E14001577
Aged 15 years and under,16.5
Aged 16 to 24 years,14.2
Aged 25 to 34 years,10.6
Aged 35 to 49 years,16.7
Aged 50 to 64 years,20.9
Aged 65 years and over,21.1
