age_band,E14001113
Aged 15 years and under,18.7
Aged 16 to 24 years,9.7
Aged 25 to 34 years,14.0
Aged 35 to 49 years,18.9
Aged 50 to 64 years,21.4
Aged 65 years and over,17.4
