age_band,E14001396
Aged 15 years and under,13.1
Aged 16 to 24 years,7.0
Aged 25 to 34 years,8.4
Aged 35 to 49 years,13.9
Aged 50 to 64 years,23.2
Aged 65 years and over,34.4
