age_band,E14001167
Aged 15 years and under,19.9
Aged 16 to 24 years,9.6
Aged 25 to 34 years,13.2
Aged 35 to 49 years,22.2
Aged 50 to 64 years,19.6
Aged 65 years and over,15.6
