age_band,E14001316
Aged 15 years and under,15.6
Aged 16 to 24 years,8.3
Aged 25 to 34 years,10.0
Aged 35 to 49 years,16.7
Aged 50 to 64 years,22.5
Aged 65 years and over,26.9
