age_band,E14001489
Aged 15 years and under,18.6
Aged 16 to 24 years,7.9
Aged 25 to 34 years,11.7
Aged 35 to 49 years,19.4
Aged 50 to 64 years,20.0
Aged 65 years and over,22.4
