age_band,E14001137
Aged 15 years and under,19.8
Aged 16 to 24 years,8.6
Aged 25 to 34 years,12.2
Aged 35 to 49 years,22.0
Aged 50 to 64 years,19.7
Aged 65 years and over,17.7
