age_band,E14001365
Aged 15 years and under,16.3
Aged 16 to 24 years,8.6
Aged 25 to 34 years,11.1
Aged 35 to 49 years,16.6
Aged 50 to 64 years,21.5
Aged 65 years and over,25.9
