age_band,E14001166
Aged 15 years and under,15.4
Aged 16 to 24 years,9.9
Aged 25 to 34 years,11.2
Aged 35 to 49 years,16.2
Aged 50 to 64 years,20.4
Aged 65 years and over,26.8
