age_band,E14001293
Aged 15 years and under,18.0
Aged 16 to 24 years,8.6
Aged 25 to 34 years,17.4
Aged 35 to 49 years,25.1
Aged 50 to 64 years,18.5
Aged 65 years and over,12.4
