age_band,E14001354
Aged 15 years and under,15.4
Aged 16 to 24 years,18.5
Aged 25 to 34 years,19.9
Aged 35 to 49 years,20.2
Aged 50 to 64 years,14.8
Aged 65 years and over,11.2
