age_band,E14001103
Aged 15 years and under,24.4
Aged 16 to 24 years,10.6
Aged 25 to 34 years,13.8
Aged 35 to 49 years,20.5
Aged 50 to 64 years,17.6
Aged 65 years and over,13.2
