age_band,E14001587
Aged 15 years and under,17.6
Aged 16 to 24 years,13.1
Aged 25 to 34 years,9.8
Aged 35 to 49 years,18.3
Aged 50 to 64 years,19.9
Aged 65 years and over,21.3
