age_band,E14001208
Aged 15 years and under,20.8
Aged 16 to 24 years,10.9
Aged 25 to 34 years,14.6
Aged 35 to 49 years,23.0
Aged 50 to 64 years,18.3
Aged 65 years and over,12.4
