age_band,E14001435
Aged 15 years and under,17.5
Aged 16 to 24 years,12.0
Aged 25 to 34 years,19.0
Aged 35 to 49 years,22.4
Aged 50 to 64 years,18.6
Aged 65 years and over,10.5
