age_band,E14001366
Aged 15 years and under,19.6
Aged 16 to 24 years,8.2
Aged 25 to 34 years,11.2
Aged 35 to 49 years,21.2
Aged 50 to 64 years,19.6
Aged 65 years and over,20.1
