age_band,E14001333
Aged 15 years and under,20.1
Aged 16 to 24 years,8.0
Aged 25 to 34 years,19.2
Aged 35 to 49 years,25.6
Aged 50 to 64 years,17.0
Aged 65 years and over,10.2
