age_band,E14001441
Aged 15 years and under,18.9
Aged 16 to 24 years,9.1
Aged 25 to 34 years,13.3
Aged 35 to 49 years,19.7
Aged 50 to 64 years,19.5
Aged 65 years and over,19.5
