age_band,E14001240
Aged 15 years and under,16.1
Aged 16 to 24 years,9.4
Aged 25 to 34 years,10.4
Aged 35 to 49 years,16.2
Aged 50 to 64 years,22.7
Aged 65 years and over,25.2
